p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63
0.6188614368438721,1.016566276550293,-6.388851829797204e-7,0.7121871709823608,0.9217547178268433,-0.022761862725019455,0.7397620677947998,0.7436023950576782,-0.023140404373407364,0.7430870532989502,0.6113903522491455,-0.026349777355790138,0.7489942908287048,0.5186976194381714,-0.022284572944045067,0.6689897775650024,0.652595579624176,-0.00436557037755847,0.680513858795166,0.5287644863128662,-0.032900191843509674,0.7019362449645996,0.6183884739875793,-0.04302205890417099,0.6903641819953918,0.6843319535255432,-0.04447039216756821,0.6085115671157837,0.6530663371086121,-0.009529370814561844,0.6128963232040405,0.5118190050125122,-0.04611622169613838,0.6492618322372437,0.6191067099571228,-0.05615580081939697,0.641964316368103,0.6969616413116455,-0.052897050976753235,0.5463796257972717,0.6735560297966003,-0.020128531381487846,0.5388646721839905,0.5187375545501709,-0.0538187175989151,0.5880886912345886,0.6075218319892883,-0.04680747166275978,0.5898393988609314,0.6847308874130249,-0.032587483525276184,0.4799652397632599,0.7096742391586304,-0.032867271453142166,0.464172899723053,0.5801999568939209,-0.057834550738334656,0.5101522207260132,0.6095393896102905,-0.05111955851316452,0.5307214856147766,0.6615414619445801,-0.039434146136045456
0.6198447942733765,1.0161755084991455,-6.551500177920389e-7,0.7122213840484619,0.9176725149154663,-0.021764976903796196,0.7377706170082092,0.7407196164131165,-0.021847480908036232,0.7418533563613892,0.6091620922088623,-0.025312716141343117,0.7492884993553162,0.5188567638397217,-0.021319445222616196,0.6687228679656982,0.6516781449317932,-0.001165391644462943,0.679373562335968,0.5276616811752319,-0.030444566160440445,0.7011471390724182,0.6192264556884766,-0.041318804025650024,0.6904360055923462,0.6849042773246765,-0.043232932686805725,0.6085157990455627,0.6529187560081482,-0.0067200809717178345,0.6125815510749817,0.5137523412704468,-0.044586025178432465,0.6486053466796875,0.6223126649856567,-0.05531175062060356,0.6415835022926331,0.6982218623161316,-0.05220954120159149,0.5467812418937683,0.6736882328987122,-0.017936717718839645,0.5383611917495728,0.5199686288833618,-0.052869588136672974,0.5871147513389587,0.6089659333229065,-0.046170130372047424,0.5891932845115662,0.6852349042892456,-0.03169865161180496,0.4800072908401489,0.7096644639968872,-0.03115411289036274,0.46410834789276123,0.5814282298088074,-0.05626881495118141,0.5100156664848328,0.610826313495636,-0.04966837167739868,0.5303616523742676,0.6618816256523132,-0.037820566445589066
0.6189849376678467,1.0142050981521606,-6.531759026984219e-7,0.7108461260795593,0.9207583665847778,-0.022093167528510094,0.7396025061607361,0.7445511221885681,-0.022339560091495514,0.7432830929756165,0.6124526262283325,-0.02544410340487957,0.750820517539978,0.5210986137390137,-0.02104189433157444,0.668724775314331,0.6493343114852905,-0.0018120092572644353,0.6794748902320862,0.5274881720542908,-0.03010912984609604,0.7009525299072266,0.617998480796814,-0.04001409560441971,0.6896048784255981,0.6829164028167725,-0.041295334696769714,0.6079546809196472,0.6509004235267639,-0.007071456406265497,0.6118174195289612,0.5114957094192505,-0.04333217814564705,0.647972822189331,0.6196732521057129,-0.052596524357795715,0.6403521299362183,0.695598840713501,-0.048621393740177155,0.545934796333313,0.6721816062927246,-0.017904499545693398,0.538444459438324,0.5202478766441345,-0.05190662294626236,0.5870375633239746,0.609744131565094,-0.044120632112026215,0.5882208943367004,0.6845970749855042,-0.029074281454086304,0.47918516397476196,0.7097319960594177,-0.03078259900212288,0.4625910222530365,0.5818980932235718,-0.05538897216320038,0.5083578824996948,0.6106671094894409,-0.04799720272421837,0.5289193987846375,0.6602622270584106,-0.035644739866256714
0.6182856559753418,1.015592098236084,-6.6008237809001e-7,0.7103474736213684,0.9172013998031616,-0.021974731236696243,0.7380051016807556,0.7398926615715027,-0.02179393731057644,0.7422792315483093,0.6088204383850098,-0.024883877485990524,0.7478218674659729,0.5178247690200806,-0.020511941984295845,0.6677721738815308,0.6497915983200073,0.0002907091111410409,0.6786359548568726,0.5273327231407166,-0.030077604576945305,0.6996928453445435,0.620481550693512,-0.04184567555785179,0.688325047492981,0.6870985627174377,-0.04388371855020523,0.6067544221878052,0.6512596011161804,-0.005234818439930677,0.6112183928489685,0.5128771066665649,-0.042996183037757874,0.6463395953178406,0.6246066093444824,-0.05292343720793724,0.6380236148834229,0.7011591196060181,-0.04891308769583702,0.5440544486045837,0.6727558374404907,-0.016772786155343056,0.5376362204551697,0.5231939554214478,-0.05226600170135498,0.5845821499824524,0.6160090565681458,-0.044080950319767,0.5842357277870178,0.6915516257286072,-0.02813817374408245,0.4767976403236389,0.7099500298500061,-0.03038988634943962,0.461375892162323,0.5819513201713562,-0.05515871196985245,0.5072377324104309,0.6139036417007446,-0.04671068489551544,0.5269729495048523,0.665294349193573,-0.033266160637140274
0.617652177810669,1.0141695737838745,-6.545305382132938e-7,0.7107879519462585,0.9210631847381592,-0.023041849955916405,0.738541841506958,0.7425394058227539,-0.02320619858801365,0.7417083978652954,0.6098305583000183,-0.026115192100405693,0.750504195690155,0.5197460651397705,-0.021464088931679726,0.6663933992385864,0.6499413847923279,-0.0020615633111447096,0.679179847240448,0.5278943777084351,-0.03045402653515339,0.7011607885360718,0.6189666390419006,-0.040397193282842636,0.6898635029792786,0.6844916343688965,-0.0418434701859951,0.6059746146202087,0.6504256725311279,-0.007083478849381208,0.6107995510101318,0.5105996131896973,-0.0440128892660141,0.6472849249839783,0.6199062466621399,-0.05334796383976936,0.6397416591644287,0.6970014572143555,-0.049140602350234985,0.5437049269676208,0.6712344884872437,-0.017831958830356598,0.5361219644546509,0.5192269086837769,-0.05295351892709732,0.5856620073318481,0.6095118522644043,-0.04522907733917236,0.5873472094535828,0.6854998469352722,-0.029911672696471214,0.4764930009841919,0.7080585360527039,-0.03065124712884426,0.4614967107772827,0.5800736546516418,-0.05663495510816574,0.5078557729721069,0.6127089262008667,-0.0492720827460289,0.5273081660270691,0.6657465100288391,-0.03661714494228363
0.6168564558029175,1.0144424438476562,-6.772151550649141e-7,0.7104174494743347,0.9182530641555786,-0.021367879584431648,0.737327516078949,0.7411398887634277,-0.020660007372498512,0.741301417350769,0.6092803478240967,-0.023326877504587173,0.7475329637527466,0.5191897749900818,-0.01845407672226429,0.6679620146751404,0.6485673785209656,0.0007428548415191472,0.6781909465789795,0.5270186066627502,-0.028495993465185165,0.6998596787452698,0.6188051700592041,-0.03878484293818474,0.6894336342811584,0.6846802830696106,-0.040068890899419785,0.6070510745048523,0.6499828100204468,-0.005045650992542505,0.6097730398178101,0.5122926235198975,-0.042669907212257385,0.6455788016319275,0.6229152679443359,-0.05205334350466728,0.6382503509521484,0.6992911100387573,-0.04764148220419884,0.5442887544631958,0.6714776754379272,-0.016717320308089256,0.5371105670928955,0.5217273831367493,-0.052415505051612854,0.584105908870697,0.6139585971832275,-0.044283200055360794,0.5841354727745056,0.6896104216575623,-0.02829844504594803,0.4767768383026123,0.7084453105926514,-0.030372679233551025,0.4610586166381836,0.5805832147598267,-0.05574086681008339,0.5060019493103027,0.6121900081634521,-0.04774025082588196,0.5252500772476196,0.6636236310005188,-0.03457053005695343
0.6165521740913391,1.0152430534362793,-6.699221444250725e-7,0.7097725868225098,0.921335756778717,-0.02219828963279724,0.7374945282936096,0.7432643175125122,-0.021837076172232628,0.7400351762771606,0.6113386750221252,-0.024496929720044136,0.746699869632721,0.52070552110672,-0.019735462963581085,0.6679439544677734,0.6497717499732971,-0.0013258224353194237,0.6791889667510986,0.5280599594116211,-0.02998082898557186,0.6995013952255249,0.6206880807876587,-0.040324706584215164,0.6878686547279358,0.6846534013748169,-0.04209794104099274,0.6067753434181213,0.6509153842926025,-0.006715311203151941,0.6114181280136108,0.5115920901298523,-0.04331294074654579,0.6459331512451172,0.6228477954864502,-0.05217912048101425,0.6375844478607178,0.6987043023109436,-0.047778867185115814,0.544074535369873,0.6720464825630188,-0.017830874770879745,0.5367988348007202,0.520429253578186,-0.05273735895752907,0.5842505097389221,0.6133615970611572,-0.04416671767830849,0.5847381949424744,0.6893301606178284,-0.028240429237484932,0.476579487323761,0.7094048857688904,-0.030982378870248795,0.459855318069458,0.5804206132888794,-0.0563495047390461,0.5055791139602661,0.6128702759742737,-0.048271432518959045,0.5260077714920044,0.6653926968574524,-0.035103511065244675
0.6152328252792358,1.0172215700149536,-6.496891842289187e-7,0.7091153264045715,0.9213939309120178,-0.023017821833491325,0.7370147109031677,0.7445232272148132,-0.02296842820942402,0.7416833639144897,0.6112813353538513,-0.026047350838780403,0.7475190758705139,0.5193170309066772,-0.021750031039118767,0.6668914556503296,0.6513155102729797,0.00023745361249893904,0.6781718730926514,0.5281455516815186,-0.029274454340338707,0.698037326335907,0.6190991997718811,-0.04093154892325401,0.6867744326591492,0.683216392993927,-0.043434202671051025,0.6055513024330139,0.6524304151535034,-0.004758333321660757,0.6091790199279785,0.5122108459472656,-0.04211701452732086,0.6436786651611328,0.6209880113601685,-0.052555713802576065,0.63675856590271,0.6969784498214722,-0.04906517639756203,0.5426846146583557,0.6741495728492737,-0.01578153297305107,0.5347933173179626,0.5218550562858582,-0.050645794719457626,0.5816314220428467,0.6120152473449707,-0.04317076504230499,0.5829247236251831,0.6875928640365601,-0.027907874435186386,0.4756055772304535,0.7109840512275696,-0.02906041219830513,0.45972275733947754,0.5818683505058289,-0.05387289822101593,0.5046511888504028,0.6119478940963745,-0.04649665951728821,0.5248554944992065,0.6626729965209961,-0.03395046666264534
0.614611029624939,1.0180420875549316,-6.510035746032372e-7,0.7071263790130615,0.9232057332992554,-0.023445479571819305,0.7355151176452637,0.7435808777809143,-0.02352803386747837,0.7389530539512634,0.6094682812690735,-0.02641744166612625,0.7457005381584167,0.5180524587631226,-0.021761368960142136,0.6673034429550171,0.6488441824913025,-0.0010020053014159203,0.6787461638450623,0.5287145376205444,-0.029141740873456,0.6994931101799011,0.6201726198196411,-0.03952709957957268,0.687741756439209,0.683921217918396,-0.04144236445426941,0.6053452491760254,0.6491064429283142,-0.005939796566963196,0.609533429145813,0.5115728378295898,-0.04286230355501175,0.6451535820960999,0.6206198930740356,-0.052966970950365067,0.6377694010734558,0.6968404054641724,-0.04926852881908417,0.5427029132843018,0.6702693700790405,-0.016692522913217545,0.5351163148880005,0.520068347454071,-0.051381926983594894,0.5837328433990479,0.6098580956459045,-0.044348280876874924,0.5854141712188721,0.6850636601448059,-0.029538001865148544,0.4751983880996704,0.7066192626953125,-0.02962055616080761,0.46021682024002075,0.579344630241394,-0.0546841025352478,0.5059430599212646,0.6111898422241211,-0.047353267669677734,0.5262283682823181,0.6634753942489624,-0.0348380021750927
0.6147797107696533,1.016563892364502,-6.493226578641043e-7,0.7093729972839355,0.9188902974128723,-0.022055231034755707,0.735732913017273,0.7415158152580261,-0.022220810875296593,0.7394906282424927,0.608445942401886,-0.025648312643170357,0.7460053563117981,0.516248881816864,-0.02197244018316269,0.6668120622634888,0.6516672968864441,-0.0018575984286144376,0.6780059337615967,0.5273027420043945,-0.03132769837975502,0.6973253488540649,0.6180253624916077,-0.04318321496248245,0.6858782172203064,0.6835878491401672,-0.04589872434735298,0.6055607199668884,0.6530788540840149,-0.00731448782607913,0.609127938747406,0.5126659870147705,-0.04460720345377922,0.6443641781806946,0.6201855540275574,-0.05550235137343407,0.6378847360610962,0.6973947286605835,-0.05275372415781021,0.5429087281227112,0.6740652918815613,-0.018445590510964394,0.5344743132591248,0.5206336975097656,-0.05235633999109268,0.5825713276863098,0.608897864818573,-0.045733146369457245,0.5847689509391785,0.6854240894317627,-0.031592629849910736,0.4759851098060608,0.7102349996566772,-0.03174165263772011,0.45992740988731384,0.5817549824714661,-0.055999089032411575,0.504995584487915,0.6104968786239624,-0.04924343526363373,0.5258381962776184,0.6618458032608032,-0.03755350038409233
